comment,sentiment
ان تی داددم خوب بود,satisfied
افسردگی داشتم با داروهای ایشان بهبودی حاصل شد,satisfied
باتجربه و بسیار عالی,satisfied
ازدکترباستانی راضی هستم,satisfied
با سلام -برادر من خار پاشنه پا داشت که توسط آقای دکتر معصومی جراحی شد و از این ماجرا 7 سال میگذرد و خدا رو شکر تا الان مشکلی ندارد,satisfied
انتقال جنین و مثبت شدن,satisfied
اقای دکتر خیر فردی خوش اخلاق و حاذق هیتند,satisfied
الرژی غذایی . نیجه عالی,satisfied
اقای دکتر رحمت الله رفیع خیلی دکتر باتجربه و خبره در کارش من تحت درمان ایشون هستم مشکلم تا حدی برطرف شده . انشالا همیشه سالم و سلامت باشن تا ما هم بتونیم از تجربیات این اقای دکتر عزیز استفاده کنیم,satisfied
ام اس دارم و تحت کنترل هستم,satisfied
عالی ممنون ازایشان بسیارحاذق هستند,satisfied
ازایشان بسیار راضی بودیم,satisfied
بخاطر دیابت مادرم مراجعه نمودم ایشون پزشک دلسوز و کاملا در کنترل قند مهارت کامل رو دارند من از راه دور دستان ایشون رو میبوسم از سیستان و بلوچستان امده بودیم تهران و هنوزم از واتساپ قند مادر کنترل میشود توسط ایشون,satisfied
با عرض سلام من پسرم تشنج داشته_بود بیهوش میشد ازحال میرفت ولی ازوقتی پیش دکتر محمدرضا قضاوی بردمش خیلی خوب شد و واقعا نمونه هستن دشتشون درد نکنه اقای قبادیمرام ازلردگان,satisfied
ایشون دکتر ماهر و حاذق و در عین حال یک پزشک خوش اخلاق و متین هستن,satisfied
برای بیماری پوستی مراجعه کردم وازنتیجه درمان بسیار راضی بودم,satisfied
با سلام ایشون واقعا مارا از رفتن به شیراز یا جاهای دیگر بی نیاز میکنه . ایشون واقعا یک دکتر باتجربه با تشخیص بالاست,satisfied
از هر نظر عالی بودن مشکل ریوی داشتم خوب شدم,satisfied
با سلام من دو ساله زیر نظر آقای دکتر هستم دکتر بسیار بسیار با اخلاق ، با تجربه یه عمل جراحی داشتم که خیلی ریسک داشت و احتمال ریسکش بالا بود ولی دکتر عمل رو به نحو احسن انحام داد که به نظر من چون آدم با تقوایی بود خدا بهش کمک کرد نمره دکتر از نظر من بیسته ممنون,satisfied
باسواد ، با حوصله و خوش اخلاق هستند .,satisfied
از ایشان راضیم دکتر خوبیست,satisfied
ایشان پزشک معالج مادرم بودند که با لطف و ایشان و نظر خداوند متعال بهبودی حاصل شد,satisfied
با وجود جوان بودن پزشک خوبی هستند,satisfied
ایشون بسیار با حوصله و خبره هستن در کارشون,satisfied
آرام با حوصله و مجرب,satisfied
با سلام ، خیلی تو کارشون دقت میکنند,satisfied
استاد است,satisfied
ایشون خیلی باسواد با حوصله هستند,satisfied
از فشارخون پسر دو ساله ام متوجه ناراحتی کلیه اش شدند,satisfied
ایشون کارشون تک هست,satisfied
آقای دکتر صفایی فرشته ای ست در کالبد یک انسان کامل . وجودشان عنایتی ست از طرف پروردگارم .,satisfied
برای بارداری که خداشکر نتیجه مثبت حاصل شد,satisfied
انسان شریفی هست دکتر ترحمی,satisfied
اقای دکتر خیلی خوش برخورد و خوش اخلاق هستند وبسیار کار بلد من که راضی بودم,satisfied
اندومتریوز داشتم . توسط دکتر البرزی درمان شدم . کارشون فوق العاده است .,satisfied
باسلام از ناحیه پنج مهره کمر دیسک پاره داشتم ایشون عملم کردن و بسیار عمل خوبی بود بخاطر شغلم که کارگریه دوباره دردم شروع شده,satisfied
باتجربه وخوش برخورد با مریضان,satisfied
12 ساله دیابت دارم از زمان حاملگی تا الان که رفع نشد و از پزشکان اردبیل خسته شده_بودم که ایشونو یکی از همکاران معرفی کردن و کاملا روش و متد جدید در درمان دارند و کلی دارو هام و انسولینم کم شده از دکتر باتجربه و متعهدجناب آقای وثوقی کمال تشکر را دارم,satisfied
ای بدنیسته,satisfied
8 ساله که تحت نظر ایشان هستم و ایشان در تشخیص و درمان قلبی بسیار متبحر و با سواد هستن,satisfied
ایشان بهترین جراح مشهد هستند من پیش ایشون بای پس شدم وممنونم از زحماتشون .,satisfied
آقای دکتر یاشار رضاعی دکتر بسیار با حوصله و با تجربه ای هستند .,satisfied
باردارم ، تا حالا ک خوب بوده ، خیلی باحوصله اس و گوش میده ب حرف مریض,satisfied
برا مریض واقعا وقت میزاره باارامش,satisfied
دمش گرم فقط همین,satisfied
آندوسکوپی کردن خوب بود,satisfied
با سلام بنده یک فرد فرهنگی هستم از همکارم که به مطب خانم دکتر تشریف برده بودن و پس از چند بار عمل جراحی که یکبار در شهرستان و دو بار دیگر در تهران جراحی شده_بودند و حدود 8 ماه اصلا از روی تخت نمیتوانستن بلند شوند و با دو بار ویزیت شدن خدمت خانم دکتر خدا رو شکر الان میتوانند را بروند و کارهای شخصی خود را بدون کمک خانواده انجام دهند . . . خدا قوت دهد خانم دکتر را . .,satisfied
باسلام دکتری بااخلاق و با تجربه,satisfied
با سلام ، بسیار پزشک با حوصله و دقیقی هستن ، پدرم چند سال تحت نظر ایشون بودن و درمانشان نتیجه بخش بوده .,satisfied
اگزما پوست داشتم خوب بود,satisfied
ایشان بسیار با تجربه هستند,satisfied
از نظر من دکتر خوبی و با تشخیص بهتری ویزت مکنن,satisfied
ایشان استاد غدد هستند,satisfied
آلرژی بوده و خوب شده,satisfied
آقای دکتر راهنمای های خوبی کردند ونیازهست که بار دیگه مریض روبازه مببینند ، متشکریم,satisfied
انسداد رگ و با کمک آنژیوگرافی رفع شد,satisfied
برا درد زانو مراجعه کردم . عالی بود,satisfied
اگزمای پوستی و با یک نسخه درمان شدن,satisfied
برای بارداری پیشش رفتم . دکتر خوب و خوش برخورد و صبوریه . من که شخصا هم باهاش راحت بودم هم احساس ارامش داشتم کارش و هم قبول دارم,satisfied
دکتری مجرب وحاذق وبا وجدان واخلاق می باشند,satisfied
ایشان کارشان حرف نداره,satisfied
باسلام ایشان یک انسان شریف و با خدا هستند . به نظر من امثال ایشون انگشت شمارن,satisfied
افسردگی داشتم الان خیلی خوب شدم بهترین دکتر هستن,satisfied
مجرب و با اخلاق,satisfied
از همون اول تشخیص درست رو دادند,satisfied
برای تیرویید دخترم مراجعه کردم خیلی راضی بودم,satisfied
ایشان بسیار دکتر خوش اخلاق و با شخصیت و در کار خود متبحر و استاد هستند,satisfied
اخلاق 20 ازهمه نظرعالین,satisfied
ایشان بسیار متبحر و با اخلاق مهربان هستند,satisfied
آلرژی خوب بودن ایشون,satisfied
ایشان تشخیص بسیار عالی دارند .,satisfied
با سلام و صلوات نثارمهربان اقای دکتر رامین عالی نژاد و همه ی شما خواهران وبرادران گرامی در تاریخ 7شهریور نوبت دوم بود که شوهرم خدمت اقای دکتر رسیدن . . . مشکل شوهرم پسوریاسیس پیشرفته بود که خداروشکر کامل درمان شدن . . . وحالا درمان پرپشت کننده مو رو شروع کردن ، ، ، الان با گذشت تقریبا 20 روز والا یه مقداری از مو ایشان برگشته ، وما کاملا از طبابت اقای دکتر راضی هستیم ، ، ، اقای دکتر سپاس ، مرسی که هستی . . . . تنتون سالم و زیر سایه ی مرتضی علی باشین ان شاء الله . . . . لطفاااا هیچ وقت قضاوت بیجا و الکی نکنید ، ، نیس والا نیس ، بهتر از دکتر عالی نژاد نیس . . . حرفی ندارم . . . یاااااحق,satisfied
باهوش وباتشخیص دقیق,satisfied
برادرم جراحی داشتن خیلی راض,satisfied
برای پرکردن دندان سطحی بود فوق العاده دکتر منصفی بودن,satisfied
ازایشان راضیم,satisfied
با سلام پزشک فوق العاده عالی و دلسوز بوده و با صبر و حوصله به بیماران رسیدگی میکند و تشخیص ایشان در خصوص بیماری عالی میباشد . با آرزوی سلامتی .,satisfied
ازنظر من دکتر خوب و با تجربه ای هستن,satisfied
این دکتر فوق العاده است مهربان و دلسوز دانا به کارش,satisfied
این پزشک عالیه هم سواد و هم اخلاق ، مدتها بود مشکل گوارشی داشتم و پزشکان مختلف رفته_بودم و لی بهتر نشده_بودم ایشون با تشخیص عالیشون منو درملن کردن خدا حفظشون کته و فعلا تحت نظر ایشون هستم,satisfied
ایشان دکتر بسیار با دانش و با تجربه ای هستند,satisfied
ام اس . عالی و کنترل بیماری,satisfied
با سلام من در دوران بارداری تحت نظر ایشون بودم و ازشون خیلی راضی بودم خیلی خانم با اخلاق ومهربانی هستن,satisfied
اخلاق شون عالی . نتیجه عمل هاشون هم عالی و بدون هیچ مشکلی بوده,satisfied
از عملکرد ایشان بسیار راضی هستم,satisfied
آقای دکتر یکی از بهترین دکترای چشم پزشک هستن واقعا از ایشون تشکر میکنم بابت تمام زحماتشون,satisfied
از درمان ایشان رضایت داشتم .,satisfied
ایشان بسیار دکتر مجربی هستند,satisfied
اخلاق بسیار خوب ، کارشون عالی ، مطب و وسایل خیلی تمیز بسیار هم منصف,satisfied
اکراتینینم رفته_بود بپیوندی هستم توسط ایشون وبه یاری خداوند به زندگی برگشتم,satisfied
باسلام با فرارسیدن شهادت بانوی اسلام حضرت فاطمه زهرا برشما تسلیت عرض مینمایم من به عنوان خودم از دکتر اقای یوسف درخشان تشگر قدردانی مینماییم من خودم از اعصاب معده مشگل داشتم یه بار رفتم اون چیزهایی که برای اعصاب معدام مشکل میاورد رعایت کردم دارو دادن به لطف خدا مشگلم بر طرف شده انشاالله براین دکتر بالا مقام خدا بزرگ عمر طولانی وسلامتی بدهد متشگرم,satisfied
از وقتی پسرم ب دنیا اومده پیش اقا دکتر اوردمش دستاش شفاس,satisfied
اقای دکتر انسانی مومن متعهد و کاملا متخصص در حوزه کاری خود هستند,satisfied
5سال پیش مادرم رو درمان کردن,satisfied
اقای دکتر دوستکامی دکتر باسواد زبده و انسان خیلی شیریف باخدایی هستن مادر من مشکل قلب داشتن که دکتر متخصص دیگری هر ماه ایشون رو آنژیو میکردن ونتیجه نمیگرفتیم ولی اقای دوستکامی 3 ساله با دارو معالحشون کرده,satisfied
الرژی ، عالی بودن,satisfied
Prp زانو عالی بود,satisfied
بابت سرماخوردگی پیشتون اومدم ونیتجه گرفتم,satisfied
با علم ، با اخلاق و بسیار عالی,satisfied
برادر من تومور نخاع داشت و بزرگترین استاتید اهواز ما رو جواب کردند اما آقای دکتر با روی باز ما رو پذیرفتن و همه جوره ما و برادرمون رو ساپورت کردند . الان دو ماه از عملش می گذره و برادر من که کاملا از کار افتاده_بود ، الان کاملا عادی داره زندگی می کنه . خدا سایه ی دکتر کیانی رو از سر خوزستان کم نکنه !,satisfied
ایشون دکتر بسیار حاذقی هستند مادرم مدتهای زیادی مشکل نوسان فشار خون داشتند که آقای دکتر با دو بار ویزیت مشکل رو تقریبا رفع کردند . خدا خیر و برکت بهشون بده,satisfied
باسلام من نازایی داشتم بادارو ماه اول باردار شدم الان پسرم 6 سالشه ودوباره میخام برم پیششون برا بچه ی دوم,satisfied
رازی بودم,satisfied
ایشان دکتر خوب ، متخصص و متعهدی هستند و کار بلد هم هستند,satisfied
با سلام مشکل خونریزی شبکیه داشتم که قبلا توسط ایشان برطرف شده,satisfied
آدم خوبی است,satisfied
بابت ناراحتی عمومی پسرم وعالی بود,satisfied
ایشان پزشکی متخصص بامرام ومهربان دوست داشتنی ورفیق بیمارانش میباشند .,satisfied
باتجربه وخوب,satisfied
از دکتر منصوری راضی هستم ، خدارو شکر با تشخیص درست و تنظیم داروهام مشکل تیروییدم بهتر شده,satisfied
بتوانم بگویم خدای زانو هستن,satisfied
آندومتریوز-کاهش عوارض,satisfied
فرشته ی نجات بنده,satisfied
بارداری . نتیجه فوق العاده عالی,satisfied
با سلام من مشکل دو فک و چانه داشتم 21/3/99 عمل کردم و فوق العاده از عملم راضی هستم بدون هیچ درد و خونریزی واقعا تشکر میکنم از اقای دکتر ( فخاری ),satisfied
اولین بار بود که رفتم و در درجه اول نظم اونجا چشمگیر بود,satisfied
با سلام ایشان بسیار با اخلاق نکو بیمار را ویزیت میکنند . و همین امر باعث بالا بردن روحیه بیمار میشود,satisfied
اولین مراجعه ام بود و هنوز در مرحله درمان هستم ولی در مورد اینکه ایشان پزشک حاذق و با اخلاقی هستن شکی نیست .,satisfied
باتجربه وکاردان,satisfied
6 کیلو اضافه وزن داشتم ک تونستم با کمکم خانم دکتر به وزن دلخواهم برسم,satisfied
آقای دکتر حرف ندارن بسیار عالی و خوش حوصله . تجویزشون هم عالیه ما تو اولین مراحل درمانمون هستیم . خیلی واسم جالب بود آقای دکتر با خیلی از دکترها فرق دارن . اول کامل شرح حال گرفتند با حوصله تمام به حرفامون گوش کردند بعد از معاینه دفترچه رو باز کردند در حالیکه بقیه دکترها همون اول کار شروع میکنند به نوشتن نسخه . در یک کلام آقای دکتر عالی هستند انشاله با تجویزهای خوبشون ما هم به نتیجه برسیم . منشی ایشون هم بسیار انسان خوبی هستند اینقدر نوبتها رو دقیق دادند که حتی پنج دقیقه هم معطل نشدیم,satisfied
از اهواز دوسال پیش مراجع کردم وتوی این دوسال از درد کمر راحت بودم,satisfied
بسیار دکتر خوب وکاردانی هستند,satisfied
ROP معاینه نوزاد نارس ، بسیار با حوصله و خیلی خوب توضیحات و آموزش لازم رو به ما دادن,satisfied
6 سال پیش ایشون منو سزارین کردن و واقعا میتونم بگم فراتر از یک دکتر در کارشون تجربه دارن و فوق العاده مهربان و باحوصله هستند,satisfied
ایشان دو نفر از نزدیکانم رو عمل کردن و فوق العاده راضی بودیم و حالشون خیلی خوبه,satisfied
ایشان فوق العاده متبحر در کارشون هستن کارشون بی نظیره و البته بسیار خوش برخورد نیز هستند,satisfied
باسلام ما مشکل ریوی داشتیم که شکر خدا حل شد واقعلا از آقای دکتر ممقانی راضی هستیم,satisfied
آقای دکتر سمیعی بسیار حاذق میباشند و از همه مهمتر خیلی خوش برخورد هستند و با بیماریکه مملو از مشکلات است با صبوری رفتار میکنند و اولین انتخاب من زمانیکه بیمار سرطانی داشته_باشم جهت درمان جناب آقای دکتر سمیعی میباشد .,satisfied
باحوصله و خوش اخلاق و دقیق,satisfied
با سلام زانوی پدرم رو عمل کرد خدای کارش عالی بود,satisfied
ایشان شوند ان تی وآنومانی برای من انجام دادن,satisfied
برای پیش فعالی پسرم بود و اضی بودم,satisfied
با سلام واقعا از زحمات شما بی نهایت تقدیروتشکر و قدردانی داریم,satisfied
باتجربه و باسواد,satisfied
انحراف چشم دختر 1 ساله ام که خانم دکتر عمل کرد و خوب شد,satisfied
باسلام . جهت معاینات چشم به ایشون مراجعه کردم و بسیار راضی بودم . حدودا 15 سال هست فقط پیش ایشون میرم,satisfied
باردارم . بسیار بااخلاق هستن,satisfied
دکتر قابل قبولیه,satisfied
احساس سنگینی بعداز غذا . . و تشخیص دکتر . عصبی بودن معده بود که با دارو درمان شدم,satisfied
11 سال مریضشم دکتر عالی هستن,satisfied
آسم وخوب شدم,satisfied
مسلط ، حرفه ای ، کاربلد ، سپاس از کادر عالیشون,satisfied
Ep بودم ودرشرایط بدی بستری شدم . دکتر محمدی با مهارت عملو با موفقیت انجام دادن,satisfied
ایشان پزشک نیستند بلکه فرستاده و فرشته ای از طرف خداوند هستند برای نجات انسانهای روی زمین,satisfied
برای تولدنوزادبریچ وفوت شده موقع زایمان اگرتلاش ایشان نبودمن هم فوت میکردم ازتلاش بی وقفشونومتشکرم,satisfied
باسلام آقای دکتر بسیار خوش برخورد و باحوصله اینجانب را معاینه و راهنمایی نمودند ، از خداوند آرزوی بهترینها رو براشون دارم,satisfied
این دکتر بی نظیره . اخلاق که نگو . ماهه,satisfied
ایشان استاد من بودند واقعا عالی هستن,satisfied
ایشون درتشخیص ودرمان بیماری زنان عالی بودند من مشکلی داشتم باوجود ویزیت شدن توسط برخی دکترهای به نام اصفهان دوسه سال درگیربودم ودرمان نشدم وخوشبختانه بایک ویزیت پیش خانم دکتر مشکلم حل شد,satisfied
افسردگی داشتم و بسیار از راهنمایی و معالجه ایشان راضی هستم,satisfied
برای . چکاب رفتم کارش عالی بود,satisfied
ایشان طبیبی حاذق وتوانمند هستند,satisfied
باسلام پیوندقرنیه داشتم با راهنماییاشون بهتر شدم,satisfied
التهاب روده عالی,satisfied
ایشان تبحر خاصی در تخصص خودش دارد,satisfied
از کارشون راضی بودم,satisfied
برای تیرویدم پیش ایشون رفتم ورو به بهبودی هستم,satisfied
هیچگونه مشکلی ندارد ودکتر بسیارفهمیده وکاردرست است,satisfied
ازبیماران وتحت نظرایشون هستم,satisfied
با سواد مهربان و دوست داشتنی,satisfied
باسلام خوبه الان پنج ساله بچم تحت درمان ایشون هست تشنجش کنترل میشه,satisfied
باتجربه با وجدان حرف اول,satisfied
بتظرم خوب هست,satisfied
امروز پیش دکتر بودم دکتر فرشته هست عالی درجه یک ، مهربون ، خیلی راضیم,satisfied
اقای دکترکارشون فوق العاده است وازنظ راخلاق پزشکی عالی هستن,satisfied
بارداربودم و تمام چیزهایی که بهم گفتن دقیق بود,satisfied
با سلام . آقای دکتر محمودی پزشکی بسیار توانا ومهربان میباشند و با صبر و حوصله بسیاز زیادی به حرفهای بیمار گوش میکنند و برای بیمارشان وقت میگذارند . مشکل من اختلال خواب بود که خوشبختانه این مشکل به لطف خدا و با یاری دکتر محمودی بزرگوار بهبود یافته . براشون آرزوی موفقیت دارم .,satisfied
ایشان عالی تشخیص میدن درمان میکنن,satisfied
اضطراب و ترس . بعد از 6 ماه خیلی عالی,satisfied
پزشکی با تجربه و با شخصیت . بیخودی هم دارو نمیده,satisfied
برای بارداری عالی بود تشخیص و کارشون,satisfied
اگزما بهبودی سریع,satisfied
دکتر قابلی هستن ، خدا حفظشون کنه,satisfied
اخلاقش خوبه با حوصله,satisfied
با سلام ایشان بهترین پزشک در همدان میباشند در زمینه کلیه مجرای آن با تشکر,satisfied
اسم . دکتر خوبی هستند,satisfied
با سلام بنده مشکل ورم معده بالا بودن اسید معده و میکروب معده داشتم به لطف خدا و کمک ایشان خوب شدم البته هنوز ورم معده دارم ولی طول دوره درمانم کامل نشده خداوند به ایشان عمر با عزت بده واقعا دکتر فهمیده_ای هستند,satisfied
با سلام بسیار مهربان خوش برخورد و با اخلاق هستند و سابقه چندین و چند عمل مختلف از دوستان فامیل و آشنایان را از ایشان داریم که همه راضی و با بیشترین دقت ممکن عمل صورت گرفته و هم اکنون همه در سلامتی کامل به سر میبرند 100 درصد ایشان را به دیگران توصیه میکنم,satisfied
باسلام مادرم تنگی نخاع داشتن با تزریق و اموزش نرمشهای مناسب و پیاده روی خداروشکر خیلی بهتر هستن آقای دکتر بسیار مودب ، خوش برخورد و بامعلومات هستند من ایشون رو به چندنفر دیگه هم معرفی کردم بدون عمل مشکلشون برطرف شد,satisfied
با حوصله خوش اخلاق و خوش برخوردو متخصص,satisfied
افسردگی درمان,satisfied
باردار هستم وکارشونم عالیه با تشکر از همه دلسوزی هاشون .,satisfied
آقای دکتر محمد رضا شاوردی یکی از بهترین پزشک های ایران سال ۱۳۷۲ پدرم رو درمان کردن با تشخیص درست شون خدا خیرشون بده,satisfied
با سلام بسیار بسیار عالی,satisfied
برآمدگیهای مشکوک با دارو خوب شد,satisfied
استاد کارشون عالیه و حرف نداره . مریضمون تومور مغزی داشت که دو سال پیش توسط آقای دکتر عمل شده و الان هم خداروشکر حالش خوبه,satisfied
میگرن داشتم و خیلی خوب شدم,satisfied
با سلام من قبلا بیماری کانسر زبان داشتم بعد از عمل پرتو درمانی و شیمی توسط دکتر زاهد انارکی درمان شدم خدا رو شکر بهبودی حاصل شد . . .,satisfied
الرژی . . نتیجه عالی,satisfied
ایشون دکتر دانا وباسوادی هستن من از ایشون خیلی راضی هستم,satisfied
اقای دکتر شما بی نظیرید خیلی مهربون و خوش برخورد و دوست داشتنی و کارتون عالیه بهترین دکتر دنیا عاشششقتیم ??????????????????????????????????????????????????????????????,satisfied
اختلاف با شوهر . کاملا مراجعه نکردم ولی خیلی خوب بود صحبتاشون,satisfied
آسم پسرم مراجعه کردم بهش,satisfied
آلرژی و با مداوای انجام شده بسیار بهتر شد,satisfied
اختلال دو قطبی عالی بودند ایشان,satisfied
استاد به تمام معنا,satisfied
با سلام بسیار عالی ، عاااااالی,satisfied
از کارکرد دکتر خیلی راضی هستیم به همه هم پیشنهاد میکنیم,satisfied
آنزیم های کبدی بالا بود یک جلسه رفتم دکتر,satisfied
بچم کمبود ویتامین و آهن داشته_بود بدون آزمایش در نگاه اول متوجه شد,satisfied
اره یاسی جوش لیزر هم داره . لیزر پی دی ال که هم برای جای جوشهای قرمزه . وهم درمان میتونن روی خود جوش لیزر پی دی ال کنن که یک نوع درمانه . .,satisfied
برای بارداری مراجعه کردم و نتیجه گرفتم,satisfied
با اخلاق و حاذق,satisfied
با سلام . . گردن درد داشتم و با معاینات دقیق ایشون و نوار عصب و عضله متوجه مشکل شدم و تحت درمان هستم . . . دکتر فوق العاده دقیق معاینات رو انجام میدن و محیط مطب خیلی ارامش داره . . . هم خودشون هم منشیهای با ادب و مسیولی دارند . . ممنونم ازشون,satisfied
باردار بودم . . زایمانم عالی بود .,satisfied
باردار بودم و عالی بودند,satisfied
ببماری پسوریازیس داشتم خوب شدم عالی,satisfied
با سلام بچه ام دچار بیماری صرع شدید میباشد که توسط ایشان فعلآ متوقف شده_است,satisfied
افسردگی داشتم و برای روان درمانی از خانم دکتر کمک میگرفتم که خوب بود و باعث میشد ریشه خیلی از مشکلاتم رو بتونم پیدا کنم,satisfied
با سلام ایشان بسیار پزشک حاذق وباتجربه ای هستن,satisfied
ازنظر من پزشک باحوصله بااخلاق وعالی هستن من که خیلی راضی بودم و همچنین پرسنل خوبشون,satisfied
الهی که هرچی از خدا میخواد بهش بده . . خیلی به ما کمک کرد,satisfied
باردارم . دکتر خیلی خوبیه,satisfied
ایشون عالی هستند . پرانتزی ورباط صلیبی پیششون همزمان عمل کردم .,satisfied
آلرژی داشتم شدیدا وبهبودیافتم,satisfied
بالون زدم ، خوب بود,satisfied
اختلال یادگیری پسر من با جلسات درمانی ایشون بطور کامل اصلاح شد . متشکرم,satisfied
ایشون بسیار دانا ست من برایشان ساختمان ساختم حتما از ایشان استفاده کنید,satisfied
6 نوبت شیمی درمانی انجام دادم . شکر خدا مشکلی ندارم . ممنون از خانم دکتر سلمانیان,satisfied
دکتر قابلی میباشند,satisfied
اعصاب . پادرد . کمردرد ارامش . ورفع درد پا,satisfied
بارداری بسیار مهربان دلسوز,satisfied
از انگلیس جهت لیزیک مراجعه کردم ، از کیفیت و نتیجه عملم فوق العاده راضی هستم ، پزشکان ایرانی همیشه بهترین اند,satisfied
افسردگی داشتم فعلا که که رو به بهبودم,satisfied
امیدوارم موفق باشند در همه مراحل زندگیشان و مزوتراپی مو می خواهم_انجام بدم,satisfied
برا گوش خودم فرزندان و همسرم مراجعه کردم نتیجه عالی,satisfied
IBD خوشبختانه با تجویز داروهاشون علایم به طور کامل برطرف شده,satisfied
ازش راضیم,satisfied
آدنوم پاراتیرویید تشخیص ایشان بود . بادستور ایشان جراحی کردم . نتیجه خوب بود .,satisfied
اقای دکتر بسیار با تجربه هستند و از دکتر های نامی استان هستند,satisfied
ایشون در خصوص مواردی که من مراجعه کردم عالی بودن,satisfied
ایشان باحوصله وآرامش بیماران رابه خوبی معاینه میکنند,satisfied
برای بستگان مراجعه داشتم کار ایشون فوق العاده بود,satisfied
از بین بردن لکه هایپوستی خیلی خوب انجام شد,satisfied
اسید اوره بالا داشتم نتیجه کنترل اسید اوره,satisfied
اضافه وزن وزن کم کردم,satisfied
با سلام ده سال بود که بچه دار نمی شدیم تحت نظر ایشان بودیم و بعد از ده سال خلاصه صاحب فرزند شدیم,satisfied
برای تست کرونا الان بهبود یافتم,satisfied
برای آبله مرغان ، ، خیلی عالی بود,satisfied
واقعا ماهر هستند در طبابت,satisfied
آسم و آلرژی داشتم که خوب شدم,satisfied
ام اس دارم تحت درمان هستم شکر خوبم,satisfied
ایشان در تشخیص و درمان بیماری بسیار مهارت دارند . بنده ک خیلی راضیم از درمان ایشون,satisfied
با سلام دکتر اژدرنیا دکتری وخوب و با اخلاق هستند بنده مشکل حرکتی در کتف داشتم که با کمک ایشان خوب شد,satisfied
ایشون پزشک خانوادگی هستن,satisfied
ایشون واقعا دکتر عالی هستن بنده قند داشتم باکنترل دقیق بارداری خوبی رو پشت سر گذروندم و فرزندم صحیح و سالم دنیا اومدن,satisfied
8 سال قبل درمدت حدود 7 ماه با رژیم ایشان حدود 18 کیلو وزن کم بدون فشار و خیلی عالی بود .,satisfied
بارداری . خیلی پزشک خوبی هستن,satisfied
با . سلام بنده بیماری اگزما برروی دست داشتم وچندین بار دکتر رفته_بودم ولی بدتر شده_بود که بهتر نشده_بود تا اینکه یکی از اقوام ایشون رو معرفی کردن واقعا موق العاده هستن و انشاالله چند وقت دیگه هم برای صورتم میرم,satisfied
با سلام در مورد تعویض رباط صلیبی مراجه کرده_بودیم,satisfied
ب ای وزن بود کم کردم راضی بودم,satisfied
با سلام واقعا انسان فهمیده_ای است که وقت خود را صرف بیمار می کند من نظامی هستم از اهواز خانم خودم را برای ویزیت پیش ایشان می برنامه به خاطر برخورد خوب و تجربه خوب,satisfied
باسلام ایشان یکی از بهترین ها در زمینه پرتو درمانی هستند .,satisfied
التهاب روده بود . کار دکتر عااالی بود,satisfied
با سلام ، بنده آنژیوگرافی انجام داده_بودم که در حال حاضر کلیه مراقبت های بعد از آنژیوگرافی را نزد دکتر انجام داده_ام که بسیار راضی میباشم .,satisfied
اول اینکه خواب نداشتم دچار اختلال شنوای و افسردگی شدید شده_بودم والبته قبل از ایشان تجویز های غلط چند دکتر حالمون بدتر کرده_بود تا اینکه داروهای آقای افعی حالمو خوب گرد,satisfied
ایشان دارای بورد تخصصی هستند و بسیار با حوصله ویزیت می کنند بسیار بسیار راضی ام,satisfied
ایشون از نظر تشخیص و اخلاق درجه یک هستن خدا حفظشون کنه,satisfied
2 زایمان سزارین,satisfied
آسم دارم تحت درمان هستم,satisfied
برادر من بیماری در ارتباط با خون داشت که توسط دکتر اصفهانی حل شد ، ما قدر دان زحمات ایشان هستیم,satisfied
ایشان درکارشان فوق العاده هستن . همه میدونن جراحی شکم و زیبایی سینه رو عالی انجام میدن,satisfied
از نظر طبابت و تشخیص عالی است .,satisfied
ایشالله سالم باشه واقعا بهترین دکتر دنیا میتونم به جرعت بگمهستن,satisfied
ایشون دکتر حاذق ، باتجربه وخوش برخوردی هستن .,satisfied
ایست قلبی داشتم فنر گذاشتم و الان خوبم,satisfied
استرس داشتم والان خوبم خداروشکر,satisfied
ایشان یه دکتر شریف و فوق الاده در تخصص خودشان هستند,satisfied
آلرژ بینی دکتر بسیار حاذقی هستند,satisfied
اقدام به بارداری رفتم و دارو میخورم,satisfied
ایشون بی نهایت حاذق و عالی هستن,satisfied
انقباض در دوران حاملگی با دارو خانم دکتر از زایمان زودرس جلوگیری کردند,satisfied
ماهر در تخصص خودشان,satisfied
19 ساله بودم و تنگی کانال نخاعی و دیسک داشتم که واقعا الان بعد 9ماه از عمل میگذره خیلی عالیم و واقعا کارشون خوب بوده,satisfied
باسلام خودم روی مژه هام شوره می زد که بایک نسخه درمان شد وپسرم ریزش مو پیداکرددرسن 21 سالگی که اون هم راضی هست,satisfied
ایشان برای من خیلی زحمت کشیدن ومن از ایشون کاملا رضایت دارم,satisfied
ایشون دکتر خیلی خوب و با تجربه ای هستند,satisfied
اعتیاد . مشکلم از لحاظ جسمی حل شد,satisfied
9سال پیش زیرنظرایشون بودم,satisfied
با سلام من کچلی سکه ای داشتم در 3 جای سرم با 1 ویزیت خوب شدم و بعد از 3 ماه مو سرم رشد کرد ، بسیار با تجربه هستند,satisfied
آنژیو کردم خیلی راضی هستم,satisfied
ایده آل,satisfied
ایشان را توصیه می کنم گوش من را بخوبی شست و شو دادند,satisfied
